YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),Glo Mod (Wh/m^2),Glo Mod Unc (%),Glo Mod Source,Dir Mod (Wh/m^2),Dir Mod Unc (%),Dir Mod Source,Dif Mod (Wh/m^2),Dif Mod Unc (%),Dif Mod Source,Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,TotCC (10ths),TotCC Flg,OpqCC (10ths),OpqCC Flg,Dry Bulb (C),Dry Bulb Flg,Dew Pnt (C),Dew Pnt Flg,Rel Hum (%),Rel Hum Flg,Baro Press (mbar),Baro Press Flg,Wind Speed (m/s),Wind Speed Flg,Wind Dir (deg),Wind Dir Flg,Hor Vis (m),Hor Vis Flg,Ceil Hgt (m),Ceil Hgt Flg,Liq Precip Depth (mm),Liq Precip Depth Flg,Liq Precip Quantity (hours),Liq Precip Quantity Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg
2010-01-01,1:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1,10,56,0.6,1,-0.6,1,91,54,1014,1,1.5,1,60,1,4000,1,427,5,2,1,6,99,1.5,3,0.088,1
2010-01-01,2:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,51,10,51,1.1,5,0.0,5,92,54,1014,51,0.0,5,0,54,4023,5,183,5,0,5,1,99,1.5,51,0.088,1
2010-01-01,3:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,51,10,51,1.1,5,0.0,5,92,54,1013,51,1.5,5,80,5,4828,5,183,5,0,5,1,99,1.5,51,0.088,1
2010-01-01,4:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1,10,56,0.6,1,0.0,1,96,54,1013,1,0.0,1,0,54,8000,1,183,5,0,1,3,99,1.5,3,0.088,1
2010-01-01,5:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,51,10,51,0.6,5,0.0,5,96,54,1013,51,1.5,5,100,5,8047,5,183,5,0,5,1,99,1.4,51,0.088,1
2010-01-01,6:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,51,10,51,1.1,5,0.0,5,92,54,1013,51,0.0,5,0,54,8047,5,183,5,0,5,1,99,1.4,51,0.088,1
2010-01-01,7:00,99.0,-99.0,0,0,0,0,2,0,0,2,0,0,2,-9900,99,-9900,99,-9900,99,10,1,10,56,1.1,1,0.0,1,92,54,1012,1,0.0,1,0,54,8000,1,183,5,0,1,6,99,1.3,3,0.088,1
2010-01-01,8:00,87.2,123.7,44,908,13,9,2,158,21,2,5,9,2,-9900,99,-9900,99,-9900,99,10,51,10,51,1.1,5,0.6,5,96,54,1012,51,0.0,5,0,54,6437,5,244,5,0,5,1,99,1.3,51,0.088,1
2010-01-01,9:00,80.1,132.4,243,1415,142,9,2,503,21,2,55,9,2,-9900,99,-9900,99,-9900,99,10,51,10,51,1.7,5,0.6,5,92,54,1012,51,0.0,5,0,54,6437,5,305,5,0,5,1,99,1.3,51,0.088,1
2010-01-01,10:00,72.6,144.3,423,1415,287,9,2,592,21,2,110,9,2,-9900,99,-9900,99,-9900,99,10,1,10,56,1.7,1,0.0,1,88,54,1012,1,2.1,1,300,1,9000,1,2286,5,0,5,1,99,1.2,3,0.088,1
